,1,weights_1
135,(v₁ ∧ v₉) → v₈,2.031432322493475
136,(v₁ ∧ v₉) → v₉,+inf
137,(v₁ ∧ v₉) → v₁₀,-0.4404272706703044
138,(v₁ ∧ v₉) → v₁₁,-0.5159407244327611
139,(v₁ ∧ v₉) → v₁₂,-1.114979266132315
140,(v₁ ∧ v₉) → v₁₃,-0.9460327010728926
141,(v₁ ∧ v₉) → v₁₄,-0.8625653325179921
142,(v₁ ∧ v₉) → v₁₅,0.23860777701179126
143,(v₁ ∧ v₉) → v₁₆,3.0239031505206873
144,(v₁ ∧ v₁₀) → v₁,+inf
145,(v₁ ∧ v₁₀) → v₂,0.1649475888579016
146,(v₁ ∧ v₁₀) → v₃,1.256357939413227
147,(v₁ ∧ v₁₀) → v₄,-0.29450803752218074
148,(v₁ ∧ v₁₀) → v₅,-0.11332868530700312
149,(v₁ ∧ v₁₀) → v₆,0.2641515750415869
150,(v₁ ∧ v₁₀) → v₇,1.086636097621394
151,(v₁ ∧ v₁₀) → v₈,1.1403361320395096
152,(v₁ ∧ v₁₀) → v₉,0.8097084689660063
153,(v₁ ∧ v₁₀) → v₁₀,+inf
154,(v₁ ∧ v₁₀) → v₁₁,0.029218545999140005
155,(v₁ ∧ v₁₀) → v₁₂,-0.27738332025120643
156,(v₁ ∧ v₁₀) → v₁₃,-0.013072081567352775
157,(v₁ ∧ v₁₀) → v₁₄,0.2135741002980591
158,(v₁ ∧ v₁₀) → v₁₅,0.23860777701179126
159,(v₁ ∧ v₁₀) → v₁₆,2.733903579928544
160,(v₁ ∧ v₁₁) → v₁,+inf
161,(v₁ ∧ v₁₁) → v₂,0.7306985262120778
162,(v₁ ∧ v₁₁) → v₃,1.319372048627043
163,(v₁ ∧ v₁₁) → v₄,-0.4091825845082968
164,(v₁ ∧ v₁₁) → v₅,-0.13252821581409266
165,(v₁ ∧ v₁₁) → v₆,0.2135741002980591
166,(v₁ ∧ v₁₁) → v₇,0.7695201593445192
167,(v₁ ∧ v₁₁) → v₈,1.0354333870465782
168,(v₁ ∧ v₁₁) → v₉,0.6215175244206905
169,(v₁ ∧ v₁₁) → v₁₀,0.029218545999140005
170,(v₁ ∧ v₁₁) → v₁₁,+inf
171,(v₁ ∧ v₁₁) → v₁₂,-0.36109728392660206
172,(v₁ ∧ v₁₁) → v₁₃,-0.07410797215372185
173,(v₁ ∧ v₁₁) → v₁₄,0.05088112154390537
174,(v₁ ∧ v₁₁) → v₁₅,0.34409616173187235
175,(v₁ ∧ v₁₁) → v₁₆,2.16730289747117
176,(v₁ ∧ v₁₂) → v₁,+inf
177,(v₁ ∧ v₁₂) → v₂,1.4576653550118095
178,(v₁ ∧ v₁₂) → v₃,1.086636097621394
179,(v₁ ∧ v₁₂) → v₄,1.4576653550118095
180,(v₁ ∧ v₁₂) → v₅,1.705928033378274
181,(v₁ ∧ v₁₂) → v₆,2.5084371471981943
182,(v₁ ∧ v₁₂) → v₇,1.319372048627043
183,(v₁ ∧ v₁₂) → v₈,1.1403361320395096
184,(v₁ ∧ v₁₂) → v₉,0.8097084689660063
185,(v₁ ∧ v₁₂) → v₁₀,1.319372048627043
186,(v₁ ∧ v₁₂) → v₁₁,1.0354333870465782
187,(v₁ ∧ v₁₂) → v₁₂,+inf
188,(v₁ ∧ v₁₂) → v₁₃,1.705928033378274
189,(v₁ ∧ v₁₂) → v₁₄,2.5084371471981943
190,(v₁ ∧ v₁₂) → v₁₅,0.6931471805599453
191,(v₁ ∧ v₁₂) → v₁₆,2.16730289747117
192,(v₁ ∧ v₁₃) → v₁,+inf
193,(v₁ ∧ v₁₃) → v₂,1.4576653550118095
194,(v₁ ∧ v₁₃) → v₃,0.8946292350929758
195,(v₁ ∧ v₁₃) → v₄,0.5216907536350945
196,(v₁ ∧ v₁₃) → v₅,1.086636097621394
197,(v₁ ∧ v₁₃) → v₆,1.6165553802029644
198,(v₁ ∧ v₁₃) → v₇,0.6215175244206905
199,(v₁ ∧ v₁₃) → v₈,0.5872905100916431
200,(v₁ ∧ v₁₃) → v₉,0.42962394358489997
201,(v₁ ∧ v₁₃) → v₁₀,0.7306985262120778
202,(v₁ ∧ v₁₃) → v₁₁,0.6215175244206905
203,(v₁ ∧ v₁₃) → v₁₂,0.42962394358489997
204,(v₁ ∧ v₁₃) → v₁₃,+inf
205,(v₁ ∧ v₁₃) → v₁₄,1.319372048627043
206,(v₁ ∧ v₁₃) → v₁₅,0.189027798074038
207,(v₁ ∧ v₁₃) → v₁₆,1.8035939268750578
208,(v₁ ∧ v₁₄) → v₁,+inf
209,(v₁ ∧ v₁₄) → v₂,0.6215175244206905
210,(v₁ ∧ v₁₄) → v₃,0.5872905100916431
211,(v₁ ∧ v₁₄) → v₄,0.31686869353831276
212,(v₁ ∧ v₁₄) → v₅,0.8513711857748395
213,(v₁ ∧ v₁₄) → v₆,1.319372048627043
214,(v₁ ∧ v₁₄) → v₇,0.5872905100916431
215,(v₁ ∧ v₁₄) → v₈,0.42962394358489997
216,(v₁ ∧ v₁₄) → v₉,0.2641515750415869
217,(v₁ ∧ v₁₄) → v₁₀,0.6215175244206905
218,(v₁ ∧ v₁₄) → v₁₁,0.4004399719054913
219,(v₁ ∧ v₁₄) → v₁₂,0.23860777701179126
220,(v₁ ∧ v₁₄) → v₁₃,0.6931471805599453
221,(v₁ ∧ v₁₄) → v₁₄,+inf
222,(v₁ ∧ v₁₄) → v₁₅,-0.013072081567352775
223,(v₁ ∧ v₁₄) → v₁₆,1.8035939268750578
224,(v₁ ∧ v₁₅) → v₁,+inf
225,(v₁ ∧ v₁₅) → v₂,0.05088112154390537
226,(v₁ ∧ v₁₅) → v₃,2.031432322493475
227,(v₁ ∧ v₁₅) → v₄,-0.8132914924020085
228,(v₁ ∧ v₁₅) → v₅,-0.7107946973735235
229,(v₁ ∧ v₁₅) → v₆,-0.5306282510621704
230,(v₁ ∧ v₁₅) → v₇,1.705928033378274
231,(v₁ ∧ v₁₅) → v₈,2.16730289747117
232,(v₁ ∧ v₁₅) → v₉,1.5341458075191619
233,(v₁ ∧ v₁₅) → v₁₀,-0.22476824704121168
234,(v₁ ∧ v₁₅) → v₁₁,-0.15146611445658933
235,(v₁ ∧ v₁₅) → v₁₂,-0.7881826728196231
236,(v₁ ∧ v₁₅) → v₁₃,-0.6708414230456471
237,(v₁ ∧ v₁₅) → v₁₄,-0.6161279981987651
238,(v₁ ∧ v₁₅) → v₁₅,+inf
239,(v₁ ∧ v₁₅) → v₁₆,3.0239031505206873
240,(v₁ ∧ v₁₆) → v₁,+inf
241,(v₁ ∧ v₁₆) → v₂,-0.4404272706703044
242,(v₁ ∧ v₁₆) → v₃,0.8097084689660063
243,(v₁ ∧ v₁₆) → v₄,-1.3844876758949416
244,(v₁ ∧ v₁₆) → v₅,-1.2005772153247978
245,(v₁ ∧ v₁₆) → v₆,-0.9225212816247912
246,(v₁ ∧ v₁₆) → v₇,0.5540343780972274
247,(v₁ ∧ v₁₆) → v₈,0.6567795363890705
248,(v₁ ∧ v₁₆) → v₉,0.189027798074038
249,(v₁ ∧ v₁₆) → v₁₀,-0.7369498032183383
250,(v₁ ∧ v₁₆) → v₁₁,-0.7755041683684605
251,(v₁ ∧ v₁₆) → v₁₂,-1.3645543744834847
252,(v₁ ∧ v₁₆) → v₁₃,-1.1258322599021975
253,(v₁ ∧ v₁₆) → v₁₄,-0.9808292530117262
254,(v₁ ∧ v₁₆) → v₁₅,-0.4091825845082968
255,(v₁ ∧ v₁₆) → v₁₆,+inf
256,(v₁ ∧ v₂) → v₁,+inf
257,(v₁ ∧ v₂) → v₂,+inf
258,(v₁ ∧ v₂) → v₃,0.8513711857748395
259,(v₁ ∧ v₂) → v₄,-0.588107743729729
260,(v₁ ∧ v₂) → v₅,-0.3933211008533655
261,(v₁ ∧ v₂) → v₆,-0.15146611445658933
262,(v₁ ∧ v₂) → v₇,0.5540343780972274
263,(v₁ ∧ v₂) → v₈,0.7695201593445192
264,(v₁ ∧ v₂) → v₉,0.31686869353831276
265,(v₁ ∧ v₂) → v₁₀,-0.32817343380651787
266,(v₁ ∧ v₂) → v₁₁,0.029218545999140005
267,(v₁ ∧ v₂) → v₁₂,-0.6299682789384137
268,(v₁ ∧ v₂) → v₁₃,-0.22476824704121168
269,(v₁ ∧ v₂) → v₁₄,-0.29450803752218074
270,(v₁ ∧ v₂) → v₁₅,-0.013072081567352775
271,(v₁ ∧ v₂) → v₁₆,2.031432322493475
272,v₂ → v₁,-0.24583496251628048
273,True,+inf
274,v₂ → v₃,0.05911518756758055
275,v₂ → v₄,-0.31082360101347534
276,v₂ → v₅,-0.03945883674054767
277,v₂ → v₆,0.4381152758789067
278,v₂ → v₇,-0.20155291872184225
279,v₂ → v₈,-0.08701137698962981
280,v₂ → v₉,-0.30010459245033816
281,v₂ → v₁₀,-0.28934182387014534
282,v₂ → v₁₁,-0.32149972799083015
283,v₂ → v₁₂,-0.36379241170759635
284,v₂ → v₁₃,0.13650316301368015
285,v₂ → v₁₄,0.07179369201874299
286,v₂ → v₁₅,-0.42608439531090014
287,v₂ → v₁₆,1.2769218039721035
288,(v₂ ∧ v₃) → v₁,0.07290677080808773
289,(v₂ ∧ v₃) → v₂,+inf
290,(v₂ ∧ v₃) → v₃,+inf
291,(v₂ ∧ v₃) → v₄,-1.0150913166182485
292,(v₂ ∧ v₃) → v₅,-0.7627404723591406
293,(v₂ ∧ v₃) → v₆,-0.29450803752218074
294,(v₂ ∧ v₃) → v₇,0.42962394358489997
295,(v₂ ∧ v₃) → v₈,0.9396189843650634
296,(v₂ ∧ v₃) → v₉,0.29022984453057965
297,(v₂ ∧ v₃) → v₁₀,-0.4091825845082968
298,(v₂ ∧ v₃) → v₁₁,-0.13252821581409266
299,(v₂ ∧ v₃) → v₁₂,-1.0150913166182485
300,(v₂ ∧ v₃) → v₁₃,-0.5739221835866606
301,(v₂ ∧ v₃) → v₁₄,-0.6708414230456471
302,(v₂ ∧ v₃) → v₁₅,0.029218545999140005
303,(v₂ ∧ v₃) → v₁₆,2.733903579928544
304,(v₂ ∧ v₄) → v₁,-0.5011195812538142
305,(v₂ ∧ v₄) → v₂,+inf
306,(v₂ ∧ v₄) → v₃,-0.6161279981987651
307,(v₂ ∧ v₄) → v₄,+inf
308,(v₂ ∧ v₄) → v₅,2.733903579928544
309,(v₂ ∧ v₄) → v₆,2.733903579928544
310,(v₂ ∧ v₄) → v₇,-0.6161279981987651
311,(v₂ ∧ v₄) → v₈,-0.6842582331426993
312,(v₂ ∧ v₄) → v₉,-0.7107946973735235
313,(v₂ ∧ v₄) → v₁₀,-0.0337256347080362
314,(v₂ ∧ v₄) → v₁₁,-0.48616133938626954
315,(v₂ ∧ v₄) → v₁₂,1.319372048627043
316,(v₂ ∧ v₄) → v₁₃,2.3237873006446486
317,(v₂ ∧ v₄) → v₁₄,2.733903579928544
318,(v₂ ∧ v₄) → v₁₅,-0.7627404723591406
319,(v₂ ∧ v₄) → v₁₆,0.5540343780972274
320,(v₂ ∧ v₅) → v₁,-0.6573224540418006
321,(v₂ ∧ v₅) → v₂,+inf
322,(v₂ ∧ v₅) → v₃,-0.6573224540418006
323,(v₂ ∧ v₅) → v₄,0.7306985262120778
324,(v₂ ∧ v₅) → v₅,+inf
325,(v₂ ∧ v₅) → v₆,2.733903579928544
326,(v₂ ∧ v₅) → v₇,-0.8867566971277513
327,(v₂ ∧ v₅) → v₈,-0.8867566971277513
328,(v₂ ∧ v₅) → v₉,-0.9692914285799306
329,(v₂ ∧ v₅) → v₁₀,-0.2425198302773484
330,(v₂ ∧ v₅) → v₁₁,-0.5596157879354228
331,(v₂ ∧ v₅) → v₁₂,0.490206336563255
332,(v₂ ∧ v₅) → v₁₃,1.705928033378274
333,(v₂ ∧ v₅) → v₁₄,1.8035939268750578
334,(v₂ ∧ v₅) → v₁₅,-0.9225212816247912
335,(v₂ ∧ v₅) → v₁₆,0.45953232937844013
336,(v₂ ∧ v₆) → v₁,-0.9225212816247912
337,(v₂ ∧ v₆) → v₂,+inf
338,(v₂ ∧ v₆) → v₃,-0.6975752320756773
339,(v₂ ∧ v₆) → v₄,-0.17015102117369937
340,(v₂ ∧ v₆) → v₅,0.3719424160695208
341,(v₂ ∧ v₆) → v₆,+inf
342,(v₂ ∧ v₆) → v₇,-0.9692914285799306
343,(v₂ ∧ v₆) → v₈,-0.8867566971277513
344,(v₂ ∧ v₆) → v₉,-1.0376515888784226
345,(v₂ ∧ v₆) → v₁₀,-0.4558189942537792
346,(v₂ ∧ v₆) → v₁₁,-0.7107946973735235
347,(v₂ ∧ v₆) → v₁₂,-0.22476824704121168
348,(v₂ ∧ v₆) → v₁₃,0.5540343780972274
349,(v₂ ∧ v₆) → v₁₄,0.45953232937844013
350,(v₂ ∧ v₆) → v₁₅,-1.0710926653877333
351,(v₂ ∧ v₆) → v₁₆,0.490206336563255
352,(v₂ ∧ v₇) → v₁,0.42962394358489997
353,(v₂ ∧ v₇) → v₂,+inf
354,(v₂ ∧ v₇) → v₃,1.3862943611198906
355,(v₂ ∧ v₇) → v₄,-0.7498896729198724
356,(v₂ ∧ v₇) → v₅,-0.7107946973735235
357,(v₂ ∧ v₇) → v₆,-0.29450803752218074
358,(v₂ ∧ v₇) → v₇,+inf
359,(v₂ ∧ v₇) → v₈,1.5341458075191619
360,(v₂ ∧ v₇) → v₉,0.8097084689660063
361,(v₂ ∧ v₇) → v₁₀,-0.2600560061768497
362,(v₂ ∧ v₇) → v₁₁,-0.09385844957113829
363,(v₂ ∧ v₇) → v₁₂,-0.7369498032183383
364,(v₂ ∧ v₇) → v₁₃,-0.4710623905939777
365,(v₂ ∧ v₇) → v₁₄,-0.5306282510621704
366,(v₂ ∧ v₇) → v₁₅,0.31686869353831276
367,(v₂ ∧ v₇) → v₁₆,4.127134385045092
368,(v₂ ∧ v₈) → v₁,0.31686869353831276
369,(v₂ ∧ v₈) → v₂,+inf
370,(v₂ ∧ v₈) → v₃,1.705928033378274
371,(v₂ ∧ v₈) → v₄,-0.9343092373768334
372,(v₂ ∧ v₈) → v₅,-0.8380812052822796
373,(v₂ ∧ v₈) → v₆,-0.34472537837793343
374,(v₂ ∧ v₈) → v₇,0.9396189843650634
375,(v₂ ∧ v₈) → v₈,+inf
376,(v₂ ∧ v₈) → v₉,0.8097084689660063
377,(v₂ ∧ v₈) → v₁₀,-0.32817343380651787
378,(v₂ ∧ v₈) → v₁₁,-0.05406722127027582
379,(v₂ ∧ v₈) → v₁₂,-0.9343092373768334
380,(v₂ ∧ v₈) → v₁₃,-0.6021754023542185
381,(v₂ ∧ v₈) → v₁₄,-0.6842582331426993
382,(v₂ ∧ v₈) → v₁₅,0.29022984453057965
383,(v₂ ∧ v₈) → v₁₆,4.127134385045092
384,(v₂ ∧ v₉) → v₁,0.45953232937844013
385,(v₂ ∧ v₉) → v₂,+inf
386,(v₂ ∧ v₉) → v₃,1.705928033378274
387,(v₂ ∧ v₉) → v₄,-0.723918839226699
388,(v₂ ∧ v₉) → v₅,-0.6842582331426993
389,(v₂ ∧ v₉) → v₆,-0.2425198302773484
390,(v₂ ∧ v₉) → v₇,1.256357939413227
391,(v₂ ∧ v₉) → v₈,2.16730289747117
392,(v₂ ∧ v₉) → v₉,+inf
393,(v₂ ∧ v₉) → v₁₀,-0.15146611445658933
394,(v₂ ∧ v₉) → v₁₁,0.05088112154390537
395,(v₂ ∧ v₉) → v₁₂,-0.723918839226699
396,(v₂ ∧ v₉) → v₁₃,-0.42488319396526597
397,(v₂ ∧ v₉) → v₁₄,-0.5011195812538142
398,(v₂ ∧ v₉) → v₁₅,0.490206336563255
399,(v₂ ∧ v₉) → v₁₆,3.4316803983872313
400,(v₁₀ ∧ v₂) → v₁,-0.2600560061768497
401,(v₁₀ ∧ v₂) → v₂,+inf
402,(v₁₀ ∧ v₂) → v₃,0.1649475888579016
403,(v₁₀ ∧ v₂) → v₄,-0.07410797215372185
404,(v₁₀ ∧ v₂) → v₅,0.2135741002980591
405,(v₁₀ ∧ v₂) → v₆,0.9396189843650634
406,(v₁₀ ∧ v₂) → v₇,-0.11332868530700312
407,(v₁₀ ∧ v₂) → v₈,0.007905179507113247
408,(v₁₀ ∧ v₂) → v₉,-0.17015102117369937
409,(v₁₀ ∧ v₂) → v₁₀,+inf
410,(v₁₀ ∧ v₂) → v₁₁,-0.20679441331268028
411,(v₁₀ ∧ v₂) → v₁₂,-0.11332868530700312
412,(v₁₀ ∧ v₂) → v₁₃,0.490206336563255
413,(v₁₀ ∧ v₂) → v₁₄,0.4004399719054913
414,(v₁₀ ∧ v₂) → v₁₅,-0.32817343380651787
415,(v₁₀ ∧ v₂) → v₁₆,1.256357939413227
416,(v₁₁ ∧ v₂) → v₁,0.189027798074038
417,(v₁₁ ∧ v₂) → v₂,+inf
418,(v₁₁ ∧ v₂) → v₃,0.7306985262120778
419,(v₁₁ ∧ v₂) → v₄,-0.4710623905939777
420,(v₁₁ ∧ v₂) → v₅,-0.15146611445658933
421,(v₁₁ ∧ v₂) → v₆,0.4004399719054913
422,(v₁₁ ∧ v₂) → v₇,0.14131353306657748
423,(v₁₁ ∧ v₂) → v₈,0.45953232937844013
424,(v₁₁ ∧ v₂) → v₉,0.09531017980432493
425,(v₁₁ ∧ v₂) → v₁₀,-0.15146611445658933
426,(v₁₁ ∧ v₂) → v₁₁,+inf
427,(v₁₁ ∧ v₂) → v₁₂,-0.4558189942537792
428,(v₁₁ ∧ v₂) → v₁₃,0.007905179507113247
429,(v₁₁ ∧ v₂) → v₁₄,-0.05406722127027582
430,(v₁₁ ∧ v₂) → v₁₅,0.029218545999140005
431,(v₁₁ ∧ v₂) → v₁₆,1.5341458075191619
432,(v₁₂ ∧ v₂) → v₁,-0.4710623905939777
433,(v₁₂ ∧ v₂) → v₂,+inf
434,(v₁₂ ∧ v₂) → v₃,-0.5451855231063939
435,(v₁₂ ∧ v₂) → v₄,1.705928033378274
436,(v₁₂ ∧ v₂) → v₅,2.3237873006446486
437,(v₁₂ ∧ v₂) → v₆,3.4316803983872313
438,(v₁₂ ∧ v₂) → v₇,-0.5306282510621704
439,(v₁₂ ∧ v₂) → v₈,-0.6161279981987651
440,(v₁₂ ∧ v₂) → v₉,-0.6436989051459642
441,(v₁₂ ∧ v₂) → v₁₀,0.029218545999140005
442,(v₁₂ ∧ v₂) → v₁₁,-0.3933211008533655
443,(v₁₂ ∧ v₂) → v₁₂,+inf
444,(v₁₂ ∧ v₂) → v₁₃,2.5084371471981943
445,(v₁₂ ∧ v₂) → v₁₄,2.733903579928544
446,(v₁₂ ∧ v₂) → v₁₅,-0.6975752320756773
447,(v₁₂ ∧ v₂) → v₁₆,0.6215175244206905
448,(v₁₃ ∧ v₂) → v₁,-0.7107946973735235
449,(v₁₃ ∧ v₂) → v₂,+inf
450,(v₁₃ ∧ v₂) → v₃,-0.6573224540418006
451,(v₁₃ ∧ v₂) → v₄,0.23860777701179126
452,(v₁₃ ∧ v₂) → v₅,0.8513711857748395
453,(v₁₃ ∧ v₂) → v₆,1.6165553802029644
454,(v₁₃ ∧ v₂) → v₇,-0.8503606499177493
455,(v₁₃ ∧ v₂) → v₈,-0.8380812052822796
456,(v₁₃ ∧ v₂) → v₉,-0.9225212816247912
457,(v₁₃ ∧ v₂) → v₁₀,-0.31143615845988804
458,(v₁₃ ∧ v₂) → v₁₁,-0.6436989051459642
459,(v₁₃ ∧ v₂) → v₁₂,0.14131353306657748
460,(v₁₃ ∧ v₂) → v₁₃,+inf
461,(v₁₃ ∧ v₂) → v₁₄,0.9396189843650634
462,(v₁₃ ∧ v₂) → v₁₅,-0.9692914285799306
463,(v₁₃ ∧ v₂) → v₁₆,0.5216907536350945
464,(v₁₄ ∧ v₂) → v₁,-0.6975752320756773
465,(v₁₄ ∧ v₂) → v₂,+inf
466,(v₁₄ ∧ v₂) → v₃,-0.6842582331426993
467,(v₁₄ ∧ v₂) → v₄,0.42962394358489997
468,(v₁₄ ∧ v₂) → v₅,1.1403361320395096
469,(v₁₄ ∧ v₂) → v₆,1.8035939268750578
470,(v₁₄ ∧ v₂) → v₇,-0.8380812052822796
